,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
1993,Simon & Schuster,0,Sister Souljah,1439165343,0,2013-02-17,A DEEPER LOVE INSIDE,0,4
1994,Jessica Sorensen,0,Jessica Sorensen,None,0,2013-02-17,THE COINCIDENCE OF CALLIE AND KAYDEN,0,6
1995,Revell,0,Lorena McCourtney,1441238220,0,2013-02-17,DYING TO READ,0,3
1996,Penguin Group,0,Sylvia Day,None,0,2013-02-10,REFLECTED IN YOU,0,3
1997,Simon & Schuster,0,Glenn Beck with Harriet Parke,1476717001,0,2013-02-03,AGENDA 21,0,2
1998,HarperCollins Publishers,0,James Rollins and Rebecca Cantrell,0062235753,0,2013-01-27,THE BLOOD GOSPEL,0,3
1999,Grand Central Publishing,0,James Patterson and Mark Pearson,1455515531,0,2013-01-27,PRIVATE LONDON,0,2
2000,Random House Publishing,0,Janet Evanovich,0345527755,0,2013-01-20,NOTORIOUS NINETEEN,0,2
2001,Penguin Group,0,Tom Clancy with Mark Greaney,None,0,2013-01-20,THREAT VECTOR,0,2
2002,Simon & Schuster,0,Stephen King,1439168032,0,2013-01-13,"UNDER THE DOME, PART 1",0,5
2003,Algonquin,0,Sara Gruen,1565125851,0,2013-01-13,WATER FOR ELEPHANTS,0,3
2004,FaithWords,0,Wm Paul Young,145551604X,0,2013-01-06,CROSS ROADS,0,2
2005,Knopf Doubleday Publishing,0,Ayana Mathis,0385350287,0,2013-01-06,THE TWELVE TRIBES OF HATTIE,0,5
2006,Hyperion Press,0,Mitch Albom,1401322786,0,2013-01-06,THE TIME KEEPER,0,3
2007,HarperCollins Publishers,0,Louise Erdrich,0062065246,0,2012-12-30,THE ROUND HOUSE,0,3
2008,Penguin Group,0,Jim Butcher,0451464400,0,2012-12-23,COLD DAYS,0,2
2009,Penguin Group,0,Ken Follett,0525952926,0,2012-12-23,WINTER OF THE WORLD,0,4
2010,Penguin Group,0,Nora Roberts,None,0,2012-12-23,THE PERFECT HOPE,0,3
2011,Random House Publishing,0,Kevin Hearne,0345535626,0,2012-12-16,TRAPPED,0,1
2012,Raine Miller Romance,0,Raine Miller,None,0,2012-12-09,NAKED,0,1
2013,Penguin Group,0,Clive Cussler and Dirk Cussler,None,0,2012-12-09,POSEIDON'S ARROW,0,2
2014,Grand Central Publishing,0,Nelson DeMille,1455518379,0,2012-12-02,THE PANTHER,0,2
2015,Samhain Publishing,0,Cherrie Lynn,None,0,2012-12-02,LEAVE ME BREATHLESS,0,3
2016,Random House Publishing,0,Danielle Steel,None,0,2012-11-25,THE SINS OF THE MOTHER,0,5
2017,Random House Publishing,0,David Mitchell,0375507256,0,2012-11-25,CLOUD ATLAS,0,2
2018,Laurann Dohner,0,Laurann Dohner,None,0,2012-11-18,SHADOW,0,1
2019,Cora Carmack,0,Cora Carmack,None,0,2012-11-18,LOSING IT,0,2
2020,"Little, Brown & Company",0,Michael Connelly,0316233684,0,2012-11-18,THE SAFE MAN,0,3
2021,Random House Publishing,0,Debbie Macomber,0345535960,0,2012-11-11,ANGELS AT THE TABLE,0,4
2022,M. Leighton,0,M Leighton,None,0,2012-11-11,DOWN TO YOU,0,3
2023,S.H. Kolee,0,SH Kolee,None,0,2012-11-04,LOVE LEFT BEHIND,0,3
2024,Penguin Group,0,Ken Follett,None,0,2012-10-28,FALL OF GIANTS,0,3
2025,HarperCollins Publishers,0,Dennis Lehane,0062200291,0,2012-10-28,LIVE BY NIGHT,0,3
2026,Grand Central Publishing,0,Sandra Brown,1455501530,0,2012-10-28,LOW PRESSURE,0,2
2027,Knopf Doubleday Publishing,0,Jo Nesbo,030796048X,0,2012-10-28,PHANTOM,0,1
2028,HarperCollins Publishers,0,Stephanie Laurens,0062066269,0,2012-10-14,THE LADY RISKS ALL,0,4
2029,Penguin Group,0,J D Robb,None,0,2012-10-14,DELUSION IN DEATH,0,3
2030,Random House Publishing,0,Maya Banks,0345536037,0,2012-10-14,NEVER SEDUCE A SCOT,0,4
2031,Penguin Group,0,Stuart Woods,None,0,2012-10-14,SEVERE CLEAR,0,2
2032,Tom Doherty Associates,0,David Weber,1429944684,0,2012-10-07,MIDST TOIL AND TRIBULATION,0,4
2033,Penguin Group,0,Amor Towles,None,0,2012-10-07,RULES OF CIVILITY,0,3
2034,Penguin Group,0,Clive Cussler and Thomas Perry,None,0,2012-10-07,THE TOMBS,0,2
2035,Entangled Publishing,0,Katee Robert,None,0,2012-10-07,"WRONG BED, RIGHT GUY",0,4
2036,Penguin Group,0,Michael Brandman,None,0,2012-09-30,ROBERT B. PARKER'S FOOL ME TWICE,0,6
2037,Penguin Group,0,Beth Kery,None,0,2012-09-30,BECAUSE YOU ARE MINE PART VII,0,6
2038,Random House Publishing,0,Tess Gerritsen,0345535952,0,2012-09-30,LAST TO DIE,0,3
2039,St. Martin's Press,0,Emily Giffin,1429957867,0,2012-09-23,WHERE WE BELONG,0,3
2040,Berkley,0,Nalini Singh,None,0,2012-09-23,ARCHANGEL'S STORM,0,2
2041,Simon & Schuster,0,Jamie McGuire,1476712050,0,2012-09-23,BEAUTIFUL DISASTER,0,2
2042,Kensington Publishing,0,G A Aiken,1420131001,0,2012-09-23,HOW TO DRIVE A DRAGON CRAZY,0,6
2043,Berkley,0,Nalini Singh,None,0,2012-09-23,ARCHANGEL'S STORM,0,2
2044,Pocket Books,0,Jude Deveraux,None,0,2012-09-16,STRANGER IN THE MOONLIGHT,0,4
2045,Penguin Group,0,Beth Kery,None,0,2012-09-16,BECAUSE YOU ARE MINE PART V,0,6
2046,Simon & Schuster,0,Brad Thor,1439193061,0,2012-09-16,BLACK LIST,0,2
2047,Penguin Group,0,Beth Kerry,1101608528,0,2012-09-09,BECAUSE YOU ARE MINE PART IV,0,6
2048,Grand Central Publishing,0,David Baldacci,0446573027,0,2012-09-09,ZERO DAY,0,2
2049,Delacorte Press,0,Lee Child,None,0,2012-09-09,DEEP DOWN,0,2
2050,Random House Publishing,0,Dean Koontz,0345533585,0,2012-09-09,ODD APOCALYPSE,0,2
2051,"Little, Brown & Company",0,James Patterson and Michael Ledwidge,0316097470,0,2012-09-02,"I, MICHAEL BENNETT",0,3
2052,Penguin Group,0,W E B Griffin and William E Butterworth IV,None,0,2012-08-26,THE SPYMASTERS,0,2
2053,HarperCollins Publishers,0,Daniel Silva,0062073176,0,2012-08-26,THE FALLEN ANGEL,0,3
2054,Random House Publishing,0,Danielle Steel,0345533569,0,2012-08-26,FRIENDS FOREVER,0,2
2055,HarperCollins Publishers,0,Lynsay Sands,None,0,2012-08-19,THE LADY IS A VAMP,0,5
2056,Grand Central Publishing,0,Jill Shalvis,1455503703,0,2012-08-19,FOREVER AND A DAY,0,4
2057,Penguin Group,0,Kay Hooper,None,0,2012-08-19,HAVEN,0,1
2058,Random House Publishing,0,John Grisham,034553056X,0,2012-08-12,THE LITIGATORS,0,2
2059,Penguin Group,0,Catherine Coulter,None,0,2012-08-12,BACKFIRE,0,1
2060,Rerum Publishing House,0,R L Mathewson,None,0,2012-08-12,PLAYING FOR KEEPS,0,3
2061,St. Martin's Press,0,Iris Johansen and Roy Johansen,None,0,2012-08-05,CLOSE YOUR EYES,0,3
2062,Atria Books,0,Jennifer Weiner,1451617771,0,2012-08-05,THE NEXT BEST THING,0,4
2063,Penguin Group,0,Deborah Harkness,None,0,2012-08-05,A DISCOVERY OF WITCHES,0,4
2064,Random House Publishing,0,Karin Slaughter,0345528514,0,2012-07-29,CRIMINAL,0,1
2065,Penguin Group,0,Linda Fairstein,None,0,2012-07-29,NIGHT WATCH,0,2
2066,"Little, Brown & Company",0,Elin Hilderbrand,0316202479,0,2012-07-22,SUMMERLAND,0,1
2067,"Little, Brown & Company",0,James Patterson and Maxine Paetro,0316097489,0,2012-07-22,11TH HOUR,0,2
2068,HarperCollins Publishers,0,James Rollins,0062194909,0,2012-07-22,BLOODLINE,0,1
2069,Grand Central Publishing,0,David Baldacci,0446573000,0,2012-07-22,THE INNOCENT,0,2
2070,Random House Publishing,0,Karen Thompson Walker,0679644385,0,2012-07-22,THE AGE OF MIRACLES,0,4
2071,HQN,0,Gena Showalter,None,0,2012-07-15,WICKED NIGHTS,0,2
2072,Knopf Doubleday Publishing,0,John Grisham,0385536089,0,2012-07-08,CALICO JOE,0,2
2073,Berkley,0,Nora Roberts,None,0,2012-07-08,THE LAST BOYFRIEND,0,3
2074,Penguin Group,0,Clive Cussler and Graham Brown,None,0,2012-07-08,THE STORM,0,2
2075,Grand Central Publishing,0,Nicholas Sparks,0446542180,0,2012-07-08,THE LUCKY ONE,0,3
2076,Kensington,0,Lisa Jackson,None,0,2012-07-01,AFRAID TO DIE,0,3
2077,Random House Publishing,0,Karin Slaughter,0345538161,0,2012-06-24,SNATCHED,0,1
2078,Random House Publishing,0,George R R Martin,055389787X,0,2012-06-24,A STORM OF SWORDS,0,4
2079,Putnam,0,Nora Roberts,None,0,2012-06-17,THE WITNESS,0,2
2080,Random House Publishing,0,Janet Evanovich,0345527739,0,2012-06-10,EXPLOSIVE EIGHTEEN,0,2
2081,Random House Publishing,0,Steve Berry,0345526538,0,2012-06-10,THE COLUMBUS AFFAIR,0,3
2082,Grand Central Publishing,0,Larissa Ione,1455511153,0,2012-06-10,LETHAL RIDER,0,2
2083,Simon & Schuster,0,John Irving,145166415X,0,2012-06-03,IN ONE PERSON,0,3
2084,Hyperion Press,0,Richard Castle,1401394760,0,2012-05-27,HEAT WAVE,0,2
2085,"Little, Brown & Company",0,James Patterson and David Ellis,0316097578,0,2012-05-27,GUILTY WIVES,0,2
2086,Harlequin,0,Ron Carr,0778313174,0,2012-05-20,SUNRISE POINT,0,2
2087,Hyperion,0,Richard Castle,None,0,2012-05-20,A BREWING STORM,0,3
2088,Penguin Group,0,Ace Atkins,None,0,2012-05-20,ROBERT B. PARKER'S LULLABY,0,4
2089,Knopf Doubleday Publishing,0,Stieg Larsson,0307593673,0,2012-05-20,THE GIRL WHO KICKED THE HORNET'S NEST,0,7
2090,Penguin Group,0,Ace Atkins,None,0,2012-05-20,ROBERT B. PARKER'S LULLABY,0,4
2091,Knopf Doubleday Publishing,0,Stieg Larsson,0307593673,0,2012-05-20,THE GIRL WHO KICKED THE HORNET'S NEST,0,7
2092,Random House Publishing,0,Kevin Hearne,0345534638,0,2012-05-13,TRICKED,0,1
2093,Simon & Schuster,0,Mary Higgins Clark,1451668937,0,2012-05-06,THE LOST YEARS,0,3
2094,St. Martin's Press,0,Jeffrey Archer,1429954027,0,2012-05-06,A MATTER OF HONOR,0,4
2095,Knopf Doubleday Publishing,0,Stieg Larsson,0307272303,0,2012-05-06,THE GIRL WHO PLAYED WITH FIRE,0,6
2096,Random House Publishing,0,Danielle Steel,0345532341,0,2012-04-29,BETRAYAL,0,1
2097,Penguin Group,0,Nora Roberts,0515150630,0,2012-04-29,CHASING FIRE,0,2
2098,New American Library,0,J R Ward,None,0,2012-04-22,LOVER REBORN,0,2
2099,Delacorte,0,Lee Child,044024630X,0,2012-04-22,THE AFFAIR,0,2
2100,HarperCollins Publishers,0,Jacqueline Winspear,0062049577,0,2012-04-15,ELEGY FOR EDDIE,0,3
2101,HarperCollins Publishers,0,Kerrelyn Sparks,0062096605,0,2012-04-15,WANTED: UNDEAD OR ALIVE,0,4
2102,Atria Books,0,Jodi Picoult,1439149690,0,2012-04-15,LONE WOLF,0,2
2103,Simon & Schuster,0,Lisa Lutz,1416539204,0,2012-04-15,THE SPELLMAN FILES,0,3
2104,Random House Publishing,0,Jonathan Kellerman,0345532171,0,2012-04-08,VICTIMS,0,1
2105,Harlequin,0,Ron Carr,1459222776,0,2012-04-08,REDWOOD BEND,0,2
2106,HarperCollins Publishers,0,Ted Bell,006209906X,0,2012-04-08,PHANTOM,0,1
2107,Penguin Group,0,Clive Cussler and Justin Scott,None,0,2012-04-08,THE THIEF,0,2
2108,Scribner,0,Richard North Patterson,1451617089,0,2012-04-08,FALL FROM GRACE,0,3
2109,Houghton Mifflin Harcourt,0,Jonathan Safran Foer,0547416210,0,2012-04-01,EXTREMELY LOUD AND INCREDIBLY CLOSE,0,5
2110,Kensington,0,Joanne Fluke,None,0,2012-03-18,CINNAMON ROLL MURDER,0,3
2111,St. Martin's Press,0,Susan Wilson,1429959304,0,2012-03-18,ONE GOOD DOG,0,3
2112,Penguin Group,0,Alex Berenson,None,0,2012-03-11,THE SHADOW PATROL,0,3
2113,Grand Central Publishing,0,James Patterson and Maxine Paetro,0316097411,0,2012-03-11,PRIVATE: #1 SUSPECT,0,3
2114,St. Martin's Press,0,Kristin Hannah,1429942215,0,2012-03-11,HOME FRONT,0,2
2115,Knopf Doubleday Publishing,0,Anne Rice,0307595110,0,2012-03-11,THE WOLF GIFT,0,3
2116,Catherine Bybee,0,Catherine Bybee,None,0,2012-03-04,WIFE BY WEDNESDAY,0,3
2117,Harlequin,0,Sherryl Woods,None,0,2012-02-26,THE SUMMER GARDEN,0,3
2118,Putnam,0,Robert Crais,None,0,2012-02-26,TAKEN,0,1
2119,Signet,0,Catherine Anderson,None,0,2012-02-19,LUCKY PENNY,0,2
2120,Knopf Doubleday Publishing,0,P D James,0307959856,0,2012-02-19,DEATH COMES TO PEMBERLEY,0,4
2121,Pocket Books,0,Cindy Gerard,1451606869,0,2012-02-19,LAST MAN STANDING,0,3
2122,Random House Publishing,0,Tea Obreht,0385343841,0,2012-02-19,THE TIGER'S WIFE,0,3
2123,HarperCollins Publishers,0,Elmore Leonard,0062119486,0,2012-02-12,RAYLAN,0,1
2124,St. Martin's Press,0,Iris Johansen,0312651287,0,2012-02-12,BONNIE,0,1
2125,Barbara Freethy,0,Barbara Freethy,None,0,2012-02-12,GOLDEN LIES,0,2
2126,Penguin Group,0,Elizabeth George,0525952586,0,2012-02-05,BELIEVING THE LIE,0,3
2127,St. Martin's Press,0,Janet Evanovich and Dorien Kelly,1429952512,0,2012-01-29,LOVE IN A NUTSHELL,0,4
2128,Penguin Group,0,Tom Clancy with Mark Greaney,None,0,2012-01-29,LOCKED ON,0,2
2129,Random House Publishing,0,Dean Koontz,0345532368,0,2012-01-22,77 SHADOW STREET,0,3
2130,Penguin Group,0,Tami Hoag,None,0,2012-01-15,DOWN THE DARKEST ROAD,0,4
2131,Penguin Group,0,Stuart Woods,None,0,2012-01-08,D.C. DEAD,0,2
2132,Penguin Group,0,WEB Griffin and William E Butterworth IV,None,0,2012-01-08,COVERT WARRIORS,0,2
2133,"Little, Brown & Company",0,Chad Harbach,0316126691,0,2012-01-01,THE ART OF FIELDING,0,4
2134,HarperCollins Publishers,0,Michael Crichton and Richard Preston,0060873027,0,2012-01-01,MICRO,0,1
2135,Penguin Group,0,Barbara Freethy,None,0,2011-12-25,ALL SHE EVER WANTED,0,4
2136,"Little, Brown & Company",0,James Patterson and Richard DiLallo,None,0,2011-12-25,THE CHRISTMAS WEDDING,0,3
2137,Random House Publishing,0,Diana Gabaldon,0385337515,0,2011-12-25,THE SCOTTISH PRISONER,0,3
2138,Simon & Schuster,0,Stephen Hunter,1439149941,0,2011-12-25,SOFT TARGET,0,2
2139,Harlequin,0,Diana Palmer,1459281969,0,2011-12-18,TRUE BLUE AND CARRERA'S BRIDE,0,5
2140,Putnam,0,Clive Cussler and Graham Brown,0399157824,0,2011-12-11,DEVIL'S GATE,0,2
2141,Pocket Books,0,Sabrina Jeffries,None,0,2011-12-11,TO WED A WILD LORD,0,5
2142,"Farrar, Straus & Giroux",0,Jeffrey Eugenides,1429969180,0,2011-12-11,THE MARRIAGE PLOT,0,3
2143,Harlequin,0,Debbie Macomber,None,0,2011-12-04,1225 CHRISTMAS TREE LANE,0,4
2144,Random House Publishing,0,Danielle Steel,0345529200,0,2011-12-04,HOTEL VENDOME,0,2
2145,Knopf Doubleday Publishing,0,Haruki Murakami,0307593312,0,2011-12-04,1Q84,0,1
2146,"Little, Brown & Company",0,Michael Connelly,None,0,2011-11-27,ANGLE OF INVESTIGATION,0,3
2147,Penguin Group,0,John Sandford,None,0,2011-11-27,SHOCK WAVE,0,2
2148,Houghton Mifflin Harcourt,0,Umberto Eco,0547577532,0,2011-11-27,THE PRAGUE CEMETERY,0,3
2149,HarperCollins Publishers,0,Gregory Maguire,0060548940,0,2011-11-20,OUT OF OZ,0,3
2150,Chris Culver,0,Chris Culver,None,0,2011-11-20,THE ABBEY,0,2
2151,Mira,0,Ron Carr,0778312712,0,2011-11-20,BRING ME HOME FOR CHRISTMAS,0,5
2152,Harlequin,0,Diana Palmer,1459215230,0,2011-11-13,WYOMING TOUGH,0,2
2153,Random House Publishing,0,Maya Banks,0345519523,0,2011-11-13,NEVER LOVE A HIGHLANDER,0,4
2154,Grand Central Publishing,0,Sandra Brown,None,0,2011-11-13,LETHAL,0,1
2155,Knopf Doubleday,0,Erin Morgenstern,0385534647,0,2011-11-06,THE NIGHT CIRCUS,0,3
2156,Simon & Schuster,0,Alice Hoffman,1451617496,0,2011-11-06,THE DOVEKEEPERS,0,2
2157,Grand Central Publishing,0,James Patterson,0446574716,0,2011-11-06,CROSS FIRE,0,2
2158,Signet,0,Harlan Coben,045123491X,0,2011-10-30,MIRACLE CURE,0,2
2159,St. Martin's ,0,Tatiana de Rosnay,1429985216,0,2011-10-30,SARAH'S KEY,0,2
2160,Berkley,0,J D Robb,None,0,2011-10-23,NEW YORK TO DALLAS,0,4
2161,Wizards of the Coast,0,R A Salvatore,0786958421,0,2011-10-23,NEVERWINTER,0,1
2162,Penguin Group,0,"JD Robb, Mary Blayney, Patricia Gaffney, Ruth Ryan Langan and Mary Kay McComas",None,0,2011-10-16,THE UNQUIET,0,2
2163,Kensington,0,Fern Michaels,1420125885,0,2011-10-16,CHRISTMAS AT TIMBERWOODS,0,3
2164,Hyperion,0,Richard Castle,1401303919,0,2011-10-16,HEAT RISES,0,2
2165,Scribner,0,Stephen King,None,0,2011-10-09,MILE 81,0,2
2166,Random House,0,Paula McLain,0345521323,0,2011-10-09,THE PARIS WIFE,0,3
2167,Penguin Group,0,Clive Cussler and Justin Scott,0399157816,0,2011-10-02,THE RACE,0,2
2168,St. Martin's,0,Michael Savage,0312651619,0,2011-10-02,ABUSE OF POWER,0,3
2169,Tom Doherty,0,David Weber,0765321548,0,2011-10-02,HOW FIRM A FOUNDATION,0,4
2170,Bethany House,0,Beverly Lewis,076420601X,0,2011-09-25,THE MERCY,0,2
2171,Random House,0,Lee Child,None,0,2011-09-25,SECOND SON,0,2
2172,Knopf Doubleday,0,David Nicholls,0307946711,0,2011-09-25,ONE DAY,0,2
2173,Michael Prescott,0,Michael Prescott,None,0,2011-09-18,BLIND PURSUIT,0,2
2174,St. Martin's,0,Tom Perrotta,None,0,2011-09-18,THE LEFTOVERS,0,2
2175,Simon & Schuster,0,Kathy Reichs,1439112800,0,2011-09-18,FLASH AND BONES,0,3
2176,Random House,0,George R R Martin,0553897853,0,2011-09-11,A CLASH OF KINGS,0,4
2177,St. Martin's,0,Janet Evanovich,0312383355,0,2011-09-11,WICKED APPETITE,0,2
2178,Michael Prescott,0,Michael Prescott,None,0,2011-09-11,STEALING FACES,0,2
2179,HarperCollins,0,Daniel Silva,None,0,2011-09-04,PORTRAIT OF A SPY,0,4
2180,Dutton,0,Julie Garwood,None,0,2011-09-04,THE IDEAL MAN,0,3
2181,Knopf Doubleday,0,Abraham Verghese,0375714367,0,2011-09-04,CUTTING FOR STONE,0,3
2182,Simon & Schuster,0,Jennifer Weiner,1451617747,0,2011-08-28,THEN CAME YOU,0,3
2183,"Little, Brown",0,Michael Connelly,0759525773,0,2011-08-21,THE BLACK ECHO,0,3
2184,Random House,0,Danielle Steel,0440423317,0,2011-08-21,HAPPY BIRTHDAY,0,2
2185,HarperCollins,0,Ann Patchett,0062049828,0,2011-08-14,STATE OF WONDER,0,3
2186,HarperCollins,0,Loretta Chase,0061753815,0,2011-08-14,LORD OF SCOUNDRELS,0,3
2187,Grand Central,0,David Baldacci,0446583170,0,2011-08-07,ONE SUMMER,0,2
2188,Grand Central,0,Eric Van Lustbader,0446564443,0,2011-08-07,THE BOURNE DOMINION,0,3
2189,Penguin Group,0,Tom Clancy with Peter Telep,None,0,2011-07-31,AGAINST ALL ENEMIES,0,3
2190,Random House,0,George R R Martin,0553900323,0,2011-07-31,A FEAST FOR CROWS,0,4
2191,Grand Central,0,David Baldacci,0446571415,0,2011-07-31,HELL'S CORNER,0,2
2192,Knopf Doubleday,0,J Courtney Sullivan,0307596818,0,2011-07-31,MAINE,0,1
2193,Harlequin,0,Linda Lael Miller,0373776004,0,2011-07-24,THE CREED LEGACY,0,3
2194,Knopf Doubleday,0,Barbara Delinsky,0385532733,0,2011-07-24,ESCAPE,0,1
2195,St. Martin's,0,Janet Evanovich,0312383312,0,2011-07-17,SIZZLING SIXTEEN,0,2
2196,"Little, Brown",0,James Patterson and Maxine Paetro,0316126942,0,2011-07-17,10TH ANNIVERSARY,0,2
2197,Penguin Group,0,John Sandford,None,0,2011-07-10,BURIED PREY,0,2
2198,Simon & Schuster,0,Jeffery Deaver,1451620691,0,2011-07-10,CARTE BLANCHE,0,2
2199,Courtney Milan,0,Courtney Milan,None,0,2011-07-10,UNLOCKED,0,1
2200,Penguin Group,0,Clive Cussler with Grant Blackwood,0399157425,0,2011-07-03,THE KINGDOM,0,2
2202,St. Martin's,0,Emily Giffin,1429904607,0,2011-07-03,SOMETHING BORROWED,0,2
2203,Sourcebooks,0,Susanna Kearsley,140226108X,0,2011-07-03,THE WINTER SEA,0,3
2204,St. Martin's,0,Emily Giffin,1429904623,0,2011-06-26,SOMETHING BLUE,0,2
2205,Random House,0,Steve Berry,0345530160,0,2011-06-26,THE JEFFERSON KEY,0,3
2206,Random House,0,Lisa See,0679604898,0,2011-06-26,DREAMS OF JOY,0,3
2207,HarperCollins,0,Lynsay Sands,None,0,2011-06-19,THE RELUCTANT VAMPIRE,0,3
2208,Harlequin,0,Lori Foster,None,0,2011-06-19,TRACE OF FEVER,0,3
2209,Harlequin,0,Debbie Macomber,None,0,2011-06-05,A TURN IN THE ROAD,0,5
2210,Penguin Group,0,Robert B Parker,None,0,2011-06-05,SIXKILL,0,1
2211,Penguin Group,0,Nora Roberts,0515149489,0,2011-05-29,THE SEARCH,0,2
2212,Grand Central,0,Sherrilyn Kenyon,0446573248,0,2011-05-15,BORN OF SHADOWS,0,3
2213,Knopf Doubleday,0,Jennifer Egan,0307477479,0,2011-05-08,A VISIT FROM THE GOON SQUAD,0,6
2214,St. Martin's,0,Lisa Scottoline,1429959797,0,2011-05-08,SAVE ME,0,2
2215,Grand Central,0,James Patterson and Maxine Paetro,0446565504,0,2011-05-08,THE 9TH JUDGMENT,0,3
2216,Random House,0,Jonathan Kellerman,0345524381,0,2011-05-01,MYSTERY,0,1
2217,Penguin Group,0,Harlan Coben,None,0,2011-05-01,LIVE WIRE,0,2
2218,Penguin Group,0,J R Ward,0451233166,0,2011-04-24,LOVER UNLEASHED,0,2
2219,HarperCollins,0,Diane Mott Davidson,0061348155,0,2011-04-24,CRUNCH TIME,0,2
2220,HarperCollins,0,Kerrelyn Sparks,006208531X,0,2011-04-17,VAMPIRE MINE,0,2
2221,Simon & Schuster,0,Mary Higgins Clark,1439180989,0,2011-04-17,THE SHADOW OF YOUR SMILE,0,5
2222,Penguin Group,0,Clive Cussler with Jack Du Brul,None,0,2011-04-17,THE JUNGLE,0,2
2223,Random House,0,Suzanne Brockmann,0345521242,0,2011-04-10,BREAKING THE RULES,0,3
2224,HarperCollins,0,Jacqueline Winspear,0061727679,0,2011-04-10,A LESSON IN SECRETS,0,4
2225,"Little, Brown",0,James Patterson and Michael Ledwidge,0316129186,0,2011-04-10,TICK TOCK,0,2
2226,Knopf Doubleday,0,Maeve Binchy,0307595161,0,2011-04-03,MINDING FRANKIE,0,2
2227,Penguin Group,0,Patrick Rothfuss,0756404738,0,2011-04-03,THE WISE MAN'S FEAR,0,4
2228,Harlequin,0,Debbie Macomber,None,0,2011-04-03,AN ENGAGEMENT IN SEATTLE,0,4
2229,Penguin Group,0,J D Robb,None,0,2011-04-03,TREACHERY IN DEATH,0,3
2230,Penguin Group,0,Linda Fairstein,0525952020,0,2011-03-27,SILENT MERCY,0,2
2231,Penguin Group,0,Patricia Briggs,0441019730,0,2011-03-27,RIVER MARKED,0,2
2232,Harlequin,0,Ron Carr,None,0,2011-03-20,HARVEST MOON,0,2
2233,Simon & Schuster,0,Kresley Cole,1439136807,0,2011-03-13,DREAMS OF A DARK WARRIOR,0,5
2234,Penwyck,0,Nancy C Johnson,0979190916,0,2011-03-13,HER LAST LETTER,0,3
2235,Harlequin,0,Susan Wiggs,1426884265,0,2011-03-06,MARRYING DAISY BELLAMY,0,3
2236,Knopf Doubleday,0,Dan Brown,1400079144,0,2011-03-06,THE LOST SYMBOL,0,3
2237,Penguin Group,0,Sarah Blake,0425238695,0,2011-03-06,THE POSTMISTRESS,0,2
2238,Simon & Schuster,0,Chris Cleave,1416589643,0,2011-03-06,LITTLE BEE,0,2
2239,St. Martin's,0,Michael Palmer,1429994266,0,2011-03-06,A HEARTBEAT AWAY,0,3
2240,Grand Central,0,Brad Meltzer,0446582638,0,2011-02-27,THE INNER CIRCLE,0,3
2241,Bantam,0,Lisa Gardner,0553900862,0,2011-02-27,THE PERFECT HUSBAND,0,3
2242,St. Martin's,0,Kristin Hannah,0312663153,0,2011-02-27,WINTER GARDEN,0,2
2243,Random House,0,Dean Koontz,0553907530,0,2011-02-27,WHAT THE NIGHT KNOWS,0,4
2244,Tom Doherty,0,Robert Jordan and Brandon Sanderson,1429960639,0,2011-02-20,TOWERS OF MIDNIGHT,0,3
2245,Penguin Group,0,Charles Portis,159020459X,0,2011-02-20,TRUE GRIT,0,2
2246,Random House,0,Karen Marie Moning,044033974X,0,2011-02-20,SHADOWFEVER,0,1
2247,Penguin Group,0,Nalini Singh,None,0,2011-02-13,ARCHANGEL'S CONSORT,0,2
2248,Penguin Group,0,Robert Crais,None,0,2011-02-13,THE SENTRY,0,2
